timestamp[ns],frame
16504942974178,482
16504942974793,483
16504942975386,484
16504942976004,485
16504942976546,486
16504942977091,487
16504942977627,488
16504942978218,489
16504942978810,490
16504942979465,491
16504942980082,492
16504942980677,493
16504942981276,494
16504942982101,495
16504942982697,496
16504942983272,497
16504942983889,498
16504942984494,499
16504942985086,500
16504942985677,501
16504942986286,502
16504942986870,503
16504942987460,504
16504942988049,505
16504942988627,506
16504942989211,507
16504942989796,508
16504942990375,509
16504942991030,510
16504942991613,511
16504942992207,512
16504942992783,513
16504942993354,514
16504942993928,515
16504942994516,516
16504942995111,517
16504942995699,518
16504942996313,519
16504942996925,520
16504942997539,521
16504942998156,522
16504942998741,523
16504942999371,524
16504942999957,525
16504943000560,526
16504943001150,527
16504943001752,528
16504943002354,529
16504943002973,530
16504943003547,531
16504943004111,532
16504943004690,533
16504943005325,534
16504943005874,535
16504943006429,536
16504943006997,537
16504943007564,538
16504943008124,539
16504943008697,540
16504943009290,541
16504943009871,542
16504943010476,543
16504943011086,544
16504943011696,545
16504943012307,546
16504943012916,547
16504943013543,548
16504943014167,549
16504943014748,550
16504943015397,551
16504943015977,552
16504943016544,553
16504943017086,554
16504943017594,555
16504943018138,556
16504943018695,557
16504943019301,558
16504943019919,559
16504943020513,560
16504943021112,561
16504943021675,562
16504943022236,563
16504943022803,564
16504943023336,565
16504943023843,566
16504943024366,567
16504943024907,568
16504943025504,569
16504943026066,570
16504943026606,571
16504943027176,572
16504943027731,573
16504943028293,574
16504943028878,575
16504943029396,576
16504943029966,577
16504943030507,578
16504943031046,579
16504943031562,580
16504943032101,581
16504943032615,582
16504943033165,583
16504943033722,584
16504943034240,585
16504943034810,586
16504943035382,587
16504943035921,588
16504943036433,589
16504943036976,590
16504943037560,591
16504943038125,592
16504943038679,593
16504943039218,594
16504943039725,595
16504943040215,596
16504943040721,597
16504943041249,598
16504943041779,599
16504943042315,600
16504943042878,601
16504943043462,602
16504943044013,603
16504943044558,604
16504943045088,605
16504943045609,606
16504943046124,607
16504943046635,608
16504943047158,609
16504943047661,610
16504943048203,611
16504943048734,612
16504943049272,613
16504943049811,614
16504943050334,615
16504943050852,616
16504943051381,617
16504943051986,618
16504943052524,619
16504943053059,620
16504943053583,621
16504943054115,622
16504943054632,623
16504943055122,624
16504943055673,625
16504943056223,626
16504943056737,627
16504943057246,628
16504943057758,629
16504943058295,630
16504943058854,631
16504943059422,632
16504943059940,633
16504943060499,634
16504943061029,635
16504943061557,636
16504943062064,637
16504943062601,638
16504943063127,639
16504943063654,640
16504943064172,641
16504943064670,642
16504943065187,643
16504943065732,644
16504943066317,645
16504943066847,646
16504943067385,647
16504943067944,648
16504943068467,649
16504943069015,650
16504943069609,651
16504943070152,652
16504943070650,653
16504943071175,654
16504943071698,655
16504943072219,656
16504943072757,657
16504943073343,658
16504943073920,659
16504943074489,660
16504943075054,661
16504943075834,662
16504943076387,663
16504943076928,664
16504943077481,665
16504943078025,666
16504943078588,667
16504943079144,668
16504943079707,669
16504943080294,670
16504943080867,671
16504943081357,672
16504943081890,673
16504943082457,674
16504943083005,675
16504943083548,676
16504943084091,677
16504943084619,678
16504943085175,679
16504943085741,680
16504943086488,681
16504943087026,682
16504943087527,683
16504943088069,684
16504943088598,685
16504943089158,686
16504943089717,687
16504943090259,688
16504943090845,689
16504943091420,690
16504943091986,691
16504943092539,692
16504943093146,693
16504943093671,694
16504943094196,695
16504943094706,696
16504943095230,697
16504943095766,698
16504943096312,699
16504943096857,700
16504943097419,701
16504943097972,702
16504943098583,703
16504943099108,704
16504943099631,705
16504943100116,706
16504943100652,707
16504943101168,708
16504943101694,709
16504943102203,710
16504943102733,711
16504943103250,712
16504943103758,713
16504943104239,714
16504943104781,715
16504943105284,716
16504943105784,717
16504943106316,718
16504943106879,719
16504943107426,720
16504943107954,721
16504943108557,722
16504943109125,723
16504943109712,724
16504943110257,725
16504943110787,726
16504943111373,727
16504943111969,728
16504943112556,729
16504943113145,730
16504943113711,731
16504943114289,732
16504943114839,733
16504943115412,734
16504943115956,735
16504943116587,736
16504943117146,737
16504943117720,738
16504943118276,739
16504943118864,740
16504943119460,741
16504943120055,742
16504943120652,743
16504943121250,744
16504943121838,745
16504943122421,746
16504943123035,747
16504943123623,748
16504943124242,749
16504943124836,750
16504943125396,751
16504943125955,752
16504943126531,753
16504943127101,754
16504943127719,755
16504943128298,756
16504943128816,757
16504943129357,758
16504943129945,759
16504943130526,760
16504943131113,761
16504943131652,762
16504943132248,763
16504943132820,764
16504943133399,765
16504943133996,766
16504943134585,767
16504943135154,768
16504943135708,769
16504943136321,770
16504943136931,771
16504943137535,772
16504943138150,773
16504943138728,774
16504943139352,775
16504943139869,776
16504943140478,777
16504943141029,778
16504943141631,779
16504943142210,780
16504943142867,781
16504943143457,782
16504943144033,783
16504943144595,784
16504943145194,785
16504943145721,786
16504943146312,787
16504943146918,788
16504943147523,789
16504943148142,790
16504943148738,791
16504943149367,792
16504943149964,793
16504943150551,794
16504943151127,795
16504943151734,796
16504943152324,797
16504943152905,798
16504943153483,799
16504943154035,800
16504943154630,801
16504943155180,802
16504943155756,803
16504943156345,804
16504943156884,805
16504943157462,806
16504943157981,807
16504943158559,808
16504943159112,809
16504943159607,810
16504943160155,811
16504943160685,812
16504943161155,813
16504943161625,814
16504943162156,815
16504943162684,816
16504943163232,817
16504943163768,818
16504943164393,819
16504943164895,820
16504943165453,821
16504943165982,822
16504943166579,823
16504943167180,824
16504943167764,825
16504943168349,826
16504943168986,827
16504943169672,828
16504943170343,829
16504943171059,830
16504943171715,831
16504943172424,832
16504943173127,833
16504943173853,834
16504943174544,835
16504943175255,836
16504943175998,837
16504943176702,838
16504943177449,839
16504943178202,840
16504943178958,841
16504943179729,842
16504943180467,843
16504943181222,844
16504943182009,845
16504943182794,846
16504943183576,847
16504943184354,848
16504943185123,849
16504943185920,850
16504943186711,851
16504943187648,852
16504943188386,853
16504943189146,854
16504943189884,855
16504943190670,856
16504943191403,857
16504943192177,858
16504943192954,859
16504943193743,860
16504943194577,861
16504943195311,862
16504943196086,863
16504943196850,864
16504943197649,865
16504943198353,866
16504943199102,867
16504943199822,868
16504943200599,869
16504943201385,870
16504943202127,871
16504943202873,872
16504943203609,873
16504943204341,874
16504943205055,875
16504943205719,876
16504943206362,877
16504943207046,878
16504943207669,879
16504943208346,880
16504943208949,881
16504943209497,882
16504943210079,883
16504943210629,884
16504943211158,885
16504943211738,886
16504943212264,887
16504943212758,888
16504943213327,889
16504943213840,890
16504943214372,891
16504943214940,892
16504943215452,893
16504943215980,894
16504943216517,895
16504943217054,896
16504943217556,897
16504943218101,898
16504943218633,899
16504943219170,900
16504943219705,901
16504943220224,902
16504943220746,903
16504943221269,904
16504943221803,905
16504943222342,906
16504943222880,907
16504943223415,908
16504943223982,909
16504943224494,910
16504943225025,911
16504943225589,912
16504943226098,913
16504943226651,914
16504943227170,915
16504943227717,916
16504943228240,917
16504943228774,918
16504943229292,919
16504943229899,920
16504943230404,921
16504943230923,922
