joint.wheel_joint_r,joint.wheel_joint_l,joint.arm_joint_0,joint.arm_joint_1,joint.arm_joint_2,joint.arm_joint_3,joint.arm_joint_4,joint.arm_joint_5,joint.arm_joint_6,joint.gripper_finger_joint_r,joint.gripper_finger_joint_l,joint.head_pan_joint,joint.head_tilt_joint
-0.01200,-0.01200,0.00000,-0.06000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.06200,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.06400,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.06600,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.06800,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.07000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.07200,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.07400,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.07600,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.07800,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.08000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.08200,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.08400,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.08600,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.08800,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.09000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.09200,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.09400,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.09600,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.09800,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.10000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.10200,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.10400,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.10600,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.10800,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.11000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.11200,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.11400,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.11600,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.11800,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.12000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.12200,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.12400,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.12600,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.12800,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.13000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.13200,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.13400,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.13600,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.13800,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.14000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.14200,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.14400,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.14600,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.14800,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.15200,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.15400,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.15600,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.15800,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.16000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.16200,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.16400,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.16600,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.16800,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.17000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.17200,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.17400,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.17600,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.17800,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.18000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.18200,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.18400,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.18600,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.18800,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.19000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.19200,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.19400,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.19600,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
-0.01200,-0.01200,0.00000,-0.19800,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00000,-0.00000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
0.00880,-0.00880,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,0.00000,-0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.00741,-0.20800,0.01552,0.01057,-0.00932,0.02000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.01482,-0.21600,0.03104,0.02113,-0.01864,0.04000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.02224,-0.22400,0.04656,0.03170,-0.02797,0.06000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.02965,-0.23200,0.06207,0.04227,-0.03729,0.08000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.03706,-0.24000,0.07759,0.05284,-0.04661,0.10000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.04447,-0.24800,0.09311,0.06340,-0.05593,0.12000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.05188,-0.25600,0.10863,0.07397,-0.06525,0.14000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.05930,-0.26400,0.12415,0.08454,-0.07457,0.16000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.06671,-0.27200,0.13967,0.09510,-0.08390,0.18000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.07412,-0.28000,0.15519,0.10567,-0.09322,0.20000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.08153,-0.28800,0.17070,0.11624,-0.10254,0.22000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.08895,-0.29600,0.18622,0.12681,-0.11186,0.24000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.09636,-0.30400,0.20174,0.13737,-0.12118,0.26000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.10377,-0.31200,0.21726,0.14794,-0.13051,0.28000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.11118,-0.32000,0.23278,0.15851,-0.13983,0.30000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.11859,-0.32800,0.24830,0.16908,-0.14915,0.32000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.12601,-0.33600,0.26382,0.17964,-0.15847,0.34000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.13342,-0.34400,0.27933,0.19021,-0.16779,0.36000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.14083,-0.35200,0.29485,0.20078,-0.17711,0.38000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.14824,-0.36000,0.31037,0.21134,-0.18644,0.40000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.15565,-0.36800,0.32589,0.22191,-0.19576,0.42000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.16307,-0.37600,0.34141,0.23248,-0.20508,0.44000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.17048,-0.38400,0.35693,0.24305,-0.21440,0.46000,0.00000,-1.00000,-1.00000,0.00000,0.00000
-0.01000,-0.01000,-0.17789,-0.39200,0.37245,0.25361,-0.22372,0.48000,0.00000,-1.00000,-1.00000,0.00000,0.00000
