scene_id,pos_x_cms,pos_y_cms,pos_z_cms,pitch_degs,yaw_degs,roll_degs
smart_factory_0000,-9192.517,-6409.7344,253.58765,0.0,-166.149187117529,0.0
smart_factory_0000,6043.6895,5045.7754,253.58765,0.0,7.348128294318116,0.0
smart_factory_0000,-1169.4858,-16426.18,253.58765,0.0,-111.9917369461584,0.0
smart_factory_0000,9412.403,9802.362,253.58765,0.0,-170.7704335149999,0.0
smart_factory_0000,-8089.2026,-13301.085,253.58765,0.0,-77.60136488903457,0.0
smart_factory_0000,1433.9524,-284.50708,253.58765,0.0,20.175366692745314,0.0
smart_factory_0000,3823.2485,17668.137,253.58765,0.0,-0.06760292442319837,0.0
smart_factory_0000,477.03333,-6927.9727,253.58765,0.0,58.10511581512938,0.0
smart_factory_0000,4794.259,-12074.608,253.58765,0.0,120.47920276325556,0.0
smart_factory_0000,4104.3555,-1076.8071,253.58765,0.0,-145.23748591209787,0.0
smart_factory_0000,7596.524,-2584.59,253.58765,0.0,24.29919167572416,0.0
smart_factory_0000,9865.715,-9837.819,253.58765,0.0,9.389955635612239,0.0
smart_factory_0000,7667.369,-601.36694,253.58765,0.0,15.723583420024738,0.0
smart_factory_0000,-1909.9843,-5328.0073,253.58765,0.0,6.592757833849248,0.0
smart_factory_0000,4383.915,-11355.4,253.58765,0.0,-3.430430303728656,0.0
smart_factory_0000,-2191.672,6481.2617,253.58765,0.0,61.06692907588297,0.0
smart_factory_0000,8539.251,7361.0415,253.58765,0.0,39.60947029301707,0.0
smart_factory_0000,6083.027,-4510.2583,253.58765,0.0,142.84212449934438,0.0
smart_factory_0000,-2972.292,-11768.867,253.58765,0.0,-150.65067256082602,0.0
smart_factory_0000,4926.7,145.32016,253.58765,0.0,-161.16549972429218,0.0
smart_factory_0000,6968.166,13353.179,253.58765,0.0,28.03355800993978,0.0
smart_factory_0000,-8951.629,-15949.022,253.58765,0.0,-92.79424189732033,0.0
smart_factory_0000,224.78558,17579.725,253.58765,0.0,-30.246661000701636,0.0
smart_factory_0000,-9842.605,11269.644,253.58765,0.0,-139.6551763735809,0.0
smart_factory_0000,602.01807,-4397.238,253.58765,0.0,169.67470239057002,0.0
smart_factory_0000,-5511.4795,-683.7367,253.58765,0.0,124.80076178875254,0.0
smart_factory_0000,-2784.254,-13120.545,253.58765,0.0,-27.944797902385744,0.0
smart_factory_0000,5835.8457,-10096.871,253.58765,0.0,-64.29313376933067,0.0
smart_factory_0000,-2485.4148,8159.7646,253.58765,0.0,-141.15583980809933,0.0
smart_factory_0000,2584.2375,16458.717,253.58765,0.0,-135.04098531176885,0.0
smart_factory_0000,-4293.4688,10826.066,253.58765,0.0,175.2363917929025,0.0
smart_factory_0000,-6492.557,-5870.761,253.58765,0.0,38.70192501485192,0.0
smart_factory_0000,9072.457,7130.7974,253.58765,0.0,149.71609997125478,0.0
smart_factory_0000,-3280.0913,-13329.974,253.58765,0.0,95.86102343437307,0.0
smart_factory_0000,-7278.2686,17565.824,253.58765,0.0,-18.95569726447914,0.0
smart_factory_0000,-1735.0054,18324.207,253.58765,0.0,-65.46350451438872,0.0
smart_factory_0000,-2193.1821,10903.236,253.58765,0.0,-138.36347249821148,0.0
smart_factory_0000,-6049.6016,-4293.7915,253.58765,0.0,-147.5332237678256,0.0
smart_factory_0000,-4368.7207,17106.127,253.58765,0.0,-86.77650166979936,0.0
smart_factory_0000,-6325.3564,16866.326,253.58765,0.0,-6.96251457584583,0.0
smart_factory_0000,6763.38,8696.722,253.58765,0.0,134.1617416313503,0.0
smart_factory_0000,6686.8643,13200.353,253.58765,0.0,-22.381879417685127,0.0
smart_factory_0000,-9805.475,-3754.6382,253.67902,0.0,-151.1987281114413,0.0
smart_factory_0000,-9650.485,-437.82455,253.58765,0.0,143.20059865743679,0.0
smart_factory_0000,5566.6543,-15822.654,253.58765,0.0,106.7592409645004,0.0
smart_factory_0000,246.10757,3924.814,253.58765,0.0,-93.98648108594014,0.0
smart_factory_0000,-8963.41,2328.5754,253.58765,0.0,39.32756252668196,0.0
smart_factory_0000,1144.3269,5714.7803,253.58765,0.0,70.55966948376468,0.0
smart_factory_0000,4561.5117,-4598.4927,253.58765,0.0,150.43308391372454,0.0
smart_factory_0000,-7322.933,-5829.082,253.58765,0.0,61.47215276444609,0.0
smart_factory_0000,9815.555,-17610.742,253.58765,0.0,-96.8917894860293,0.0
smart_factory_0000,8964.02,11811.521,253.58765,0.0,-26.679511345210983,0.0
smart_factory_0000,-2289.6135,-3523.358,253.58765,0.0,137.7392351677052,0.0
smart_factory_0000,-1671.6864,2894.9014,253.58765,0.0,-74.28880846999861,0.0
smart_factory_0000,-5902.757,-8169.1807,253.58765,0.0,-57.65671556043756,0.0
smart_factory_0000,655.2634,340.85132,253.58765,0.0,122.88005899935655,0.0
smart_factory_0000,9770.841,2777.6414,253.58765,0.0,-31.982716508074986,0.0
smart_factory_0000,2724.801,4102.657,253.58765,0.0,168.0597694494416,0.0
smart_factory_0000,-2949.6887,-15922.653,253.58765,0.0,54.53692423395614,0.0
smart_factory_0000,6973.8047,-4475.407,253.58765,0.0,87.88459624973984,0.0
smart_factory_0000,9477.277,12095.444,253.58765,0.0,-97.05193901455722,0.0
smart_factory_0000,2416.1672,5477.789,253.58765,0.0,92.6275182158048,0.0
